name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Dillon Avenue,84,8944960,74,75,1,223.13,,,,residential,6,"LINESTRING (-121.9421348 37.2851374, -121.9421860 37.2850700, -121.9425719 37.2845743, -121.9427527 37.2843412, -121.9431921 37.2837538, -121.9432065 37.2837346, -121.9434362 37.2834267, -121.9434427 37.2834190)",auto,1,0,,
Dillon Avenue,85,8944960,75,74,1,223.13,,,,residential,6,"LINESTRING (-121.9434427 37.2834190, -121.9434362 37.2834267, -121.9432065 37.2837346, -121.9431921 37.2837538, -121.9427527 37.2843412, -121.9425719 37.2845743, -121.9421860 37.2850700, -121.9421348 37.2851374)",auto,1,0,,
Stonehurst Way,86,8945209,76,77,1,156.04,,,,residential,6,"LINESTRING (-121.9395587 37.2753013, -121.9395548 37.2750108, -121.9395467 37.2744167, -121.9395407 37.2738948)",auto,1,0,,
Stonehurst Way,87,8945209,77,76,1,156.04,,,,residential,6,"LINESTRING (-121.9395407 37.2738948, -121.9395467 37.2744167, -121.9395548 37.2750108, -121.9395587 37.2753013)",auto,1,0,,
Stonehurst Way,88,8945209,77,78,1,55.41,,,,residential,6,"LINESTRING (-121.9395407 37.2738948, -121.9395371 37.2735438, -121.9395027 37.2733979)",auto,1,0,,
Stonehurst Way,89,8945209,78,77,1,55.41,,,,residential,6,"LINESTRING (-121.9395027 37.2733979, -121.9395371 37.2735438, -121.9395407 37.2738948)",auto,1,0,,
Mission Way,90,8945629,79,80,1,85.56,,,,residential,6,"LINESTRING (-121.9498236 37.2842822, -121.9499571 37.2842800, -121.9502119 37.2842758, -121.9507886 37.2842662)",auto,1,0,,
Mission Way,91,8945629,80,79,1,85.56,,,,residential,6,"LINESTRING (-121.9507886 37.2842662, -121.9502119 37.2842758, -121.9499571 37.2842800, -121.9498236 37.2842822)",auto,1,0,,
La Paloma,92,8946442,32,81,1,250.57,,,,residential,6,"LINESTRING (-121.9387692 37.2824168, -121.9389434 37.2801940, -121.9389583 37.2801649)",auto,1,0,,
La Paloma,93,8946442,81,32,1,250.57,,,,residential,6,"LINESTRING (-121.9389583 37.2801649, -121.9389434 37.2801940, -121.9387692 37.2824168)",auto,1,0,,
Justo Court,94,8946498,82,83,1,37.5,,,,residential,6,"LINESTRING (-121.9518290 37.2761493, -121.9518324 37.2758113)",auto,1,0,,
Justo Court,95,8946498,83,82,1,37.5,,,,residential,6,"LINESTRING (-121.9518324 37.2758113, -121.9518290 37.2761493)",auto,1,0,,
South McGlincey Lane,96,8947274,56,84,1,287.3,,40,,unclassified,15,"LINESTRING (-121.9451900 37.2751140, -121.9451866 37.2748640, -121.9451820 37.2745229, -121.9451798 37.2743636, -121.9451779 37.2742166, -121.9451733 37.2738810, -121.9451706 37.2736797, -121.9451649 37.2732574, -121.9451634 37.2731459, -121.9451585 37.2727854, -121.9451561 37.2726221, -121.9451556 37.2725244)",auto,1,0,,
South McGlincey Lane,97,8947274,84,56,1,287.3,,40,,unclassified,15,"LINESTRING (-121.9451556 37.2725244, -121.9451561 37.2726221, -121.9451585 37.2727854, -121.9451634 37.2731459, -121.9451649 37.2732574, -121.9451706 37.2736797, -121.9451733 37.2738810, -121.9451779 37.2742166, -121.9451798 37.2743636, -121.9451820 37.2745229, -121.9451866 37.2748640, -121.9451900 37.2751140)",auto,1,0,,
Nido Drive,98,8948699,85,86,1,89.04,,,,residential,6,"LINESTRING (-121.9516668 37.2806715, -121.9516630 37.2806130, -121.9516582 37.2804518, -121.9516585 37.2798690)",auto,1,0,,
Nido Drive,99,8948699,86,85,1,89.04,,,,residential,6,"LINESTRING (-121.9516585 37.2798690, -121.9516582 37.2804518, -121.9516630 37.2806130, -121.9516668 37.2806715)",auto,1,0,,
Nido Drive,100,8948699,86,54,1,98.18,,,,residential,6,"LINESTRING (-121.9516585 37.2798690, -121.9516462 37.2792866, -121.9516405 37.2789841)",auto,1,0,,
Nido Drive,101,8948699,54,86,1,98.18,,,,residential,6,"LINESTRING (-121.9516405 37.2789841, -121.9516462 37.2792866, -121.9516585 37.2798690)",auto,1,0,,
Nido Drive,102,8948699,54,87,1,173.95,,,,residential,6,"LINESTRING (-121.9516405 37.2789841, -121.9516345 37.2783610, -121.9516325 37.2780856, -121.9516647 37.2779426, -121.9517612 37.2777889, -121.9518505 37.2776631, -121.9519879 37.2774869)",auto,1,0,,
Nido Drive,103,8948699,87,54,1,173.95,,,,residential,6,"LINESTRING (-121.9519879 37.2774869, -121.9518505 37.2776631, -121.9517612 37.2777889, -121.9516647 37.2779426, -121.9516325 37.2780856, -121.9516345 37.2783610, -121.9516405 37.2789841)",auto,1,0,,
Catalpa Lane,104,8949090,88,89,1,403.91,,,,residential,6,"LINESTRING (-121.9498073 37.2826569, -121.9499550 37.2826594, -121.9501038 37.2826619, -121.9502257 37.2826640, -121.9503005 37.2826480, -121.9504372 37.2826189, -121.9504998 37.2825930, -121.9506767 37.2825199, -121.9508401 37.2824702, -121.9511148 37.2825180, -121.9512864 37.2826068, -121.9514581 37.2826614, -121.9541767 37.2826436, -121.9541860 37.2826435, -121.9542622 37.2826431)",auto,1,0,,
Catalpa Lane,105,8949090,89,88,1,403.91,,,,residential,6,"LINESTRING (-121.9542622 37.2826431, -121.9541860 37.2826435, -121.9541767 37.2826436, -121.9514581 37.2826614, -121.9512864 37.2826068, -121.9511148 37.2825180, -121.9508401 37.2824702, -121.9506767 37.2825199, -121.9504998 37.2825930, -121.9504372 37.2826189, -121.9503005 37.2826480, -121.9502257 37.2826640, -121.9501038 37.2826619, -121.9499550 37.2826594, -121.9498073 37.2826569)",auto,1,0,,
