name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
East San Salvador Street,772,1067034961,518,519,1,56.93,1,32,,tertiary,5,"LINESTRING (-121.8826743 37.3316051, -121.8821199 37.3318647)",auto,1,0,,
East San Salvador Street,773,1067034961,519,518,1,56.93,1,32,,tertiary,5,"LINESTRING (-121.8821199 37.3318647, -121.8826743 37.3316051)",auto,1,0,,
East San Salvador Street,774,1067034962,519,42,1,5.4,1,32,,tertiary,5,"LINESTRING (-121.8821199 37.3318647, -121.8820671 37.3318890)",auto,1,0,,
East San Salvador Street,775,1067034962,42,519,1,5.4,2,32,,tertiary,5,"LINESTRING (-121.8820671 37.3318890, -121.8821199 37.3318647)",auto,1,0,,
South Almaden Avenue,776,1078827853,105,368,1,67.94,3,48,,secondary,4,"LINESTRING (-121.8864708 37.3246222, -121.8865408 37.3246977, -121.8868359 37.3250926, -121.8868734 37.3251430)",auto,0,0,,
Park Avenue,777,1112243224,454,502,1,12.42,3,,,secondary,4,"LINESTRING (-121.8959751 37.3290253, -121.8958552 37.3290834)",auto,0,0,,
South 3rd Street,778,1112887014,355,492,1,12.72,2,,,tertiary,5,"LINESTRING (-121.8817287 37.3280909, -121.8818101 37.3281853)",auto,0,0,,
Margaret Street,779,1112887015,520,276,1,63.2,,,,residential,6,"LINESTRING (-121.8800000 37.3269017, -121.8804796 37.3266713, -121.8805007 37.3266612, -121.8805679 37.3266287, -121.8806113 37.3266081)",auto,1,0,,
Margaret Street,780,1112887015,276,520,1,63.2,,,,residential,6,"LINESTRING (-121.8806113 37.3266081, -121.8805679 37.3266287, -121.8805007 37.3266612, -121.8804796 37.3266713, -121.8800000 37.3269017)",auto,1,0,,
South 3rd Street,781,1112887016,276,355,1,191.99,2,,,tertiary,5,"LINESTRING (-121.8806113 37.3266081, -121.8816557 37.3279973, -121.8817287 37.3280909)",auto,0,0,,
Balbach Street,782,1113709851,446,65,1,283.32,1,,,residential,6,"LINESTRING (-121.8860583 37.3289370, -121.8861548 37.3288590, -121.8866267 37.3284968, -121.8869721 37.3282312, -121.8880454 37.3274073, -121.8882860 37.3272226, -121.8883600 37.3271641)",auto,1,0,,
Balbach Street,783,1113709851,65,446,1,283.32,1,,,residential,6,"LINESTRING (-121.8883600 37.3271641, -121.8882860 37.3272226, -121.8880454 37.3274073, -121.8869721 37.3282312, -121.8866267 37.3284968, -121.8861548 37.3288590, -121.8860583 37.3289370)",auto,1,0,,
South 2nd Street,784,1113712521,356,317,1,13.36,3,40,,tertiary,5,"LINESTRING (-121.8860729 37.3320701, -121.8859947 37.3319671)",auto,0,0,,
South 2nd Street,785,1113712522,317,85,1,63.87,3,40,,tertiary,5,"LINESTRING (-121.8859947 37.3319671, -121.8859542 37.3319155, -121.8856938 37.3315715, -121.8856207 37.3314749)",auto,0,0,,
South 2nd Street,786,1113712523,87,521,1,9.02,3,40,,tertiary,5,"LINESTRING (-121.8849534 37.3305420, -121.8849023 37.3304717)",auto,0,0,,
South 2nd Street,787,1113712524,521,434,1,47.63,3,40,,tertiary,5,"LINESTRING (-121.8849023 37.3304717, -121.8847915 37.3303201, -121.8846304 37.3301013)",auto,0,0,,
South Almaden Avenue,788,1113712526,466,105,1,30.17,2,48,,secondary,4,"LINESTRING (-121.8862951 37.3243899, -121.8864215 37.3245712, -121.8864708 37.3246222)",auto,0,0,,
South 1st Street,789,1121163220,293,2,1,27.37,2,56,,primary,3,"LINESTRING (-121.8831022 37.3261508, -121.8829405 37.3259406)",auto,1,0,,
South 1st Street,790,1121163220,2,293,1,27.37,2,56,,primary,3,"LINESTRING (-121.8829405 37.3259406, -121.8831022 37.3261508)",auto,1,0,,
West San Carlos Street,791,1131133747,274,64,1,26.5,2,40,,tertiary,5,"LINESTRING (-121.8880444 37.3311388, -121.8881908 37.3310697, -121.8883030 37.3310188)",auto,0,0,,
