name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
West College Street,85,13452248,72,73,1,85.64,1,,,tertiary,5,"LINESTRING (-118.2345000 34.0629350, -118.2345347 34.0629511, -118.2352546 34.0632848, -118.2353107 34.0633108)",auto,1,0,,
West College Street,86,13452248,73,72,1,85.64,1,,,tertiary,5,"LINESTRING (-118.2353107 34.0633108, -118.2352546 34.0632848, -118.2345347 34.0629511, -118.2345000 34.0629350)",auto,1,0,,
Firmin Street,87,13455849,74,75,1,222.81,1,,,residential,6,"LINESTRING (-118.2545775 34.0637230, -118.2541225 34.0644243, -118.2536472 34.0651581, -118.2534908 34.0653992, -118.2534310 34.0654915)",auto,1,0,,
Firmin Street,88,13455849,75,74,1,222.81,1,,,residential,6,"LINESTRING (-118.2534310 34.0654915, -118.2534908 34.0653992, -118.2536472 34.0651581, -118.2541225 34.0644243, -118.2545775 34.0637230)",auto,1,0,,
Boston Street,89,13457718,31,76,1,62.41,1,,,residential,6,"LINESTRING (-118.2521434 34.0658348, -118.2522293 34.0658419, -118.2522893 34.0658774, -118.2526305 34.0662000)",auto,1,0,,
Boston Street,90,13457718,76,31,1,62.41,1,,,residential,6,"LINESTRING (-118.2526305 34.0662000, -118.2522893 34.0658774, -118.2522293 34.0658419, -118.2521434 34.0658348)",auto,1,0,,
West College Street,91,23176035,77,78,1,59.29,1,,,tertiary,5,"LINESTRING (-118.2421725 34.0656496, -118.2427655 34.0658554)",auto,1,0,,
West College Street,92,23176035,78,77,1,59.29,1,,,tertiary,5,"LINESTRING (-118.2427655 34.0658554, -118.2421725 34.0656496)",auto,1,0,,
North Los Angeles Street,93,24706930,79,80,1,5.05,2,,,secondary,4,"LINESTRING (-118.2385123 34.0560852, -118.2385400 34.0560459)",auto,1,0,,
North Los Angeles Street,94,24706930,80,79,1,5.05,1,,,secondary,4,"LINESTRING (-118.2385400 34.0560459, -118.2385123 34.0560852)",auto,1,0,,
,95,24706933,80,81,1,48.68,1,,,motorway,1,"LINESTRING (-118.2385400 34.0560459, -118.2385381 34.0560043, -118.2385348 34.0559767, -118.2385260 34.0559546, -118.2384801 34.0559125, -118.2383710 34.0558510, -118.2382932 34.0557997, -118.2382263 34.0557200)",auto,0,1,,
,96,24706933,81,82,1,49.96,1,,,motorway,1,"LINESTRING (-118.2382263 34.0557200, -118.2381990 34.0556933, -118.2381671 34.0556569, -118.2381303 34.0555958, -118.2381180 34.0555564, -118.2381075 34.0555101, -118.2381071 34.0554593, -118.2381150 34.0554142, -118.2381392 34.0553571, -118.2381712 34.0553063)",auto,0,1,,
,97,24706934,83,84,1,126.25,1,,,motorway,1,"LINESTRING (-118.2376287 34.0555660, -118.2377497 34.0555823, -118.2377780 34.0555793, -118.2378587 34.0555710, -118.2379292 34.0555290, -118.2379660 34.0554759, -118.2379979 34.0553763, -118.2380357 34.0552884, -118.2381070 34.0552077, -118.2381777 34.0551672, -118.2382630 34.0551275, -118.2383382 34.0551118, -118.2384093 34.0551074, -118.2384720 34.0551103, -118.2385460 34.0551226, -118.2385978 34.0551379, -118.2386831 34.0551694)",auto,0,1,,
East Cesar E Chavez Avenue,98,24707600,85,86,1,26.09,2,,,primary,3,"LINESTRING (-118.2347673 34.0574276, -118.2345000 34.0573510)",auto,1,0,,
East Cesar E Chavez Avenue,99,24707600,86,85,1,26.09,2,,,primary,3,"LINESTRING (-118.2345000 34.0573510, -118.2347673 34.0574276)",auto,1,0,,
North Grand Avenue,100,24716419,87,88,1,56.44,3,,,primary,3,"LINESTRING (-118.2457449 34.0588749, -118.2458610 34.0587659, -118.2460244 34.0585908, -118.2461286 34.0584788)",auto,1,0,,
North Grand Avenue,101,24716419,88,87,1,56.44,2,,,primary,3,"LINESTRING (-118.2461286 34.0584788, -118.2460244 34.0585908, -118.2458610 34.0587659, -118.2457449 34.0588749)",auto,1,0,,
North Grand Avenue,102,24716464,89,87,1,64.88,2,,,primary,3,"LINESTRING (-118.2452827 34.0593158, -118.2457449 34.0588749)",auto,1,0,,
North Grand Avenue,103,24716464,87,89,1,64.88,2,,,primary,3,"LINESTRING (-118.2457449 34.0588749, -118.2452827 34.0593158)",auto,1,0,,
,104,24716556,90,91,1,55.1,1,,,motorway,1,"LINESTRING (-118.2461838 34.0602962, -118.2463229 34.0603487, -118.2464597 34.0604096, -118.2465826 34.0604742, -118.2466984 34.0605452)",auto,0,1,,
,105,24716557,91,92,1,27.16,1,,,motorway,1,"LINESTRING (-118.2466984 34.0605452, -118.2468061 34.0606270, -118.2469102 34.0607151)",auto,0,1,,
,106,24716577,93,94,1,96.76,3,88,,motorway,1,"LINESTRING (-118.2469508 34.0606347, -118.2475602 34.0613448)",auto,0,0,,
,107,24716578,92,94,1,92.05,1,,,motorway,1,"LINESTRING (-118.2469102 34.0607151, -118.2475602 34.0613448)",auto,0,1,,
,108,24716593,95,96,1,99.29,2,,,motorway,1,"LINESTRING (-118.2493863 34.0624818, -118.2494760 34.0624318, -118.2495766 34.0623628, -118.2496662 34.0622881, -118.2497598 34.0621964, -118.2498499 34.0621008, -118.2501030 34.0618216)",auto,0,1,,
,109,24716624,97,98,1,125.3,2,,,motorway,1,"LINESTRING (-118.2473646 34.0615790, -118.2474833 34.0616654, -118.2480091 34.0622045, -118.2480933 34.0622846, -118.2482691 34.0624181)",auto,0,1,,
,110,24716639,99,100,1,28.27,2,,,motorway,1,"LINESTRING (-118.2499448 34.0611518, -118.2498586 34.0612068, -118.2497637 34.0612591, -118.2496915 34.0612947)",auto,0,1,,
,111,24716641,101,102,1,28.12,2,,,motorway,1,"LINESTRING (-118.2499903 34.0612150, -118.2497615 34.0613825)",auto,0,1,,
,112,24716642,100,103,1,206.11,2,,,motorway,1,"LINESTRING (-118.2496915 34.0612947, -118.2495264 34.0613624, -118.2493998 34.0613980, -118.2492733 34.0614187, -118.2491375 34.0614306, -118.2489806 34.0614196, -118.2488407 34.0613916, -118.2487057 34.0613506, -118.2485736 34.0612887, -118.2484574 34.0612158, -118.2483495 34.0611403, -118.2482399 34.0610465, -118.2481449 34.0609571, -118.2478458 34.0606590)",auto,0,1,,
,113,24716682,102,104,1,388.49,2,,,motorway,1,"LINESTRING (-118.2497615 34.0613825, -118.2494568 34.0616114, -118.2493372 34.0617077, -118.2492236 34.0618068, -118.2491245 34.0619124, -118.2490459 34.0620204, -118.2489876 34.0621302, -118.2489386 34.0622515, -118.2489043 34.0623762, -118.2488780 34.0625133, -118.2488608 34.0626489, -118.2488502 34.0627868, -118.2488443 34.0629228, -118.2488419 34.0630564, -118.2488497 34.0631637, -118.2488617 34.0632815, -118.2489051 34.0634167, -118.2489493 34.0635094, -118.2490300 34.0636196, -118.2491364 34.0637237, -118.2492521 34.0638128, -118.2493883 34.0638975, -118.2495424 34.0639889, -118.2499591 34.0642001)",auto,0,1,,
,114,24716855,105,106,1,108.93,1,,,motorway,1,"LINESTRING (-118.2493528 34.0628767, -118.2492261 34.0628125, -118.2491127 34.0627679, -118.2489764 34.0627294, -118.2488489 34.0627114, -118.2487212 34.0627048, -118.2485950 34.0627163, -118.2484746 34.0627363, -118.2483523 34.0627698, -118.2482362 34.0628125)",auto,0,1,,
Harbor Freeway,115,24716913,107,108,1,126.72,3,88,,motorway,1,"LINESTRING (-118.2483890 34.0631009, -118.2493291 34.0622678)",auto,0,0,,
,116,24716916,109,110,1,20.45,3,88,,motorway,1,"LINESTRING (-118.2502086 34.0641443, -118.2503768 34.0642644)",auto,0,0,,
,117,24716918,111,109,1,114.42,3,88,,motorway,1,"LINESTRING (-118.2493384 34.0634114, -118.2495024 34.0635722, -118.2496236 34.0636848, -118.2497472 34.0637913, -118.2498958 34.0639126, -118.2500406 34.0640227, -118.2502086 34.0641443)",auto,0,0,,
,118,24716925,112,113,1,20.53,3,88,,motorway,1,"LINESTRING (-118.2504740 34.0641733, -118.2503068 34.0640511)",auto,0,0,,
,119,24716927,113,114,1,130.03,3,88,,motorway,1,"LINESTRING (-118.2503068 34.0640511, -118.2501473 34.0639175, -118.2500262 34.0638110, -118.2499018 34.0636982, -118.2497824 34.0635823, -118.2496637 34.0634637, -118.2495444 34.0633343, -118.2493971 34.0631583)",auto,0,0,,
,120,24716931,115,116,1,20.68,3,,,motorway,1,"LINESTRING (-118.2505560 34.0640966, -118.2504688 34.0640227, -118.2503982 34.0639642)",auto,0,1,,
,121,24716933,117,115,1,277.65,2,,,motorway,1,"LINESTRING (-118.2527578 34.0658032, -118.2515542 34.0648641, -118.2506960 34.0642072, -118.2505560 34.0640966)",auto,0,1,,
,122,24716938,118,119,1,46.92,1,,,motorway,1,"LINESTRING (-118.2499137 34.0642423, -118.2500600 34.0643130, -118.2502165 34.0643924, -118.2503481 34.0644621)",auto,0,1,,
,123,24716939,120,121,1,89.2,2,,,motorway,1,"LINESTRING (-118.2513412 34.0650848, -118.2521240 34.0655568)",auto,0,1,,
,124,24717108,122,123,1,25.48,2,,,motorway,1,"LINESTRING (-118.2471077 34.0602811, -118.2470604 34.0602049, -118.2470211 34.0601331, -118.2469999 34.0600704)",auto,0,1,,
,125,24717113,123,124,1,41.08,2,,,motorway,1,"LINESTRING (-118.2469999 34.0600704, -118.2469915 34.0600291, -118.2469909 34.0599877, -118.2469925 34.0599600, -118.2469979 34.0599310, -118.2470042 34.0599026, -118.2470155 34.0598717, -118.2471050 34.0597201)",auto,0,1,,
,126,24717121,124,125,1,23.22,2,,,motorway,1,"LINESTRING (-118.2471050 34.0597201, -118.2471917 34.0595235)",auto,0,1,,
,127,24717285,126,127,1,37.11,1,,,primary,3,"LINESTRING (-118.2488814 34.0593767, -118.2488542 34.0594315, -118.2486794 34.0595899, -118.2486674 34.0596216, -118.2486728 34.0596483)",auto,0,1,,
,128,24717296,128,129,1,101.26,1,56,,primary,3,"LINESTRING (-118.2473363 34.0609443, -118.2476419 34.0605891, -118.2477376 34.0604967, -118.2478150 34.0604274, -118.2479342 34.0603365, -118.2480470 34.0602537)",auto,0,1,,
North Hill Street,129,24717371,130,131,1,102.94,2,,,secondary,4,"LINESTRING (-118.2426096 34.0575953, -118.2435422 34.0570860)",auto,1,0,,
North Hill Street,130,24717371,131,130,1,102.94,2,,,secondary,4,"LINESTRING (-118.2435422 34.0570860, -118.2426096 34.0575953)",auto,1,0,,
