name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Yucca Street,89,13434012,77,78,1,126.05,1,,,secondary,4,"LINESTRING (-118.3225031 34.1037665, -118.3226030 34.1037659, -118.3229776 34.1037638, -118.3236145 34.1037603, -118.3238665 34.1037270)",auto,1,0,,
Yucca Street,90,13434012,78,77,1,126.05,1,,,secondary,4,"LINESTRING (-118.3238665 34.1037270, -118.3236145 34.1037603, -118.3229776 34.1037638, -118.3226030 34.1037659, -118.3225031 34.1037665)",auto,1,0,,
Yucca Street,91,13434012,78,79,1,99.9,1,,,secondary,4,"LINESTRING (-118.3238665 34.1037270, -118.3240070 34.1037261, -118.3249496 34.1037204)",auto,1,0,,
Yucca Street,92,13434012,79,78,1,99.9,1,,,secondary,4,"LINESTRING (-118.3249496 34.1037204, -118.3240070 34.1037261, -118.3238665 34.1037270)",auto,1,0,,
Yucca Street,93,13434013,80,14,1,77.3,,,,residential,6,"LINESTRING (-118.3317877 34.1039117, -118.3318207 34.1038323, -118.3318578 34.1037550, -118.3318712 34.1036881, -118.3318867 34.1035943, -118.3319112 34.1035301, -118.3319406 34.1034941, -118.3319676 34.1034648, -118.3319881 34.1034536, -118.3320470 34.1034151, -118.3321325 34.1033951, -118.3322070 34.1033838)",auto,1,0,,
Yucca Street,94,13434013,14,80,1,77.3,,,,residential,6,"LINESTRING (-118.3322070 34.1033838, -118.3321325 34.1033951, -118.3320470 34.1034151, -118.3319881 34.1034536, -118.3319676 34.1034648, -118.3319406 34.1034941, -118.3319112 34.1035301, -118.3318867 34.1035943, -118.3318712 34.1036881, -118.3318578 34.1037550, -118.3318207 34.1038323, -118.3317877 34.1039117)",auto,1,0,,
Yucca Street,95,13434013,14,81,1,102.81,,,,residential,6,"LINESTRING (-118.3322070 34.1033838, -118.3333216 34.1033851)",auto,1,0,,
Yucca Street,96,13434013,81,14,1,102.81,,,,residential,6,"LINESTRING (-118.3333216 34.1033851, -118.3322070 34.1033838)",auto,1,0,,
Yucca Street,97,13434018,82,83,1,122.52,,,,residential,6,"LINESTRING (-118.3333974 34.1032078, -118.3347257 34.1031956)",auto,1,0,,
Yucca Street,98,13434018,83,82,1,122.52,,,,residential,6,"LINESTRING (-118.3347257 34.1031956, -118.3333974 34.1032078)",auto,1,0,,
Afton Place,99,13435222,84,85,1,161.01,,,,residential,6,"LINESTRING (-118.3223268 34.0952838, -118.3240723 34.0952810)",auto,1,0,,
